,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
1,23/08/2014,Almeria,Espanol,1,1,D
2,23/08/2014,Granada,La Coruna,2,1,H
3,23/08/2014,Malaga,Ath Bilbao,1,0,H
4,23/08/2014,Sevilla,Valencia,1,1,D
5,24/08/2014,Barcelona,Elche,3,0,H
6,24/08/2014,Celta,Getafe,3,1,H
7,24/08/2014,Eibar,Sociedad,1,0,H
8,24/08/2014,Levante,Villarreal,0,2,A
9,25/08/2014,Real Madrid,Cordoba,2,0,H
10,25/08/2014,Vallecano,Ath Madrid,0,0,D
11,29/08/2014,Getafe,Almeria,1,0,H
12,29/08/2014,Valencia,Malaga,3,0,H
13,30/08/2014,Ath Bilbao,Levante,3,0,H
14,30/08/2014,Ath Madrid,Eibar,2,1,H
15,30/08/2014,Cordoba,Celta,1,1,D
16,30/08/2014,Espanol,Sevilla,1,2,A
17,31/08/2014,Elche,Granada,1,1,D
18,31/08/2014,La Coruna,Vallecano,2,2,D
19,31/08/2014,Sociedad,Real Madrid,4,2,H
20,31/08/2014,Villarreal,Barcelona,0,1,A
21,12/09/2014,Almeria,Cordoba,1,1,D
22,13/09/2014,Barcelona,Ath Bilbao,2,0,H
23,13/09/2014,Celta,Sociedad,2,2,D
24,13/09/2014,Malaga,Levante,0,0,D
25,13/09/2014,Real Madrid,Ath Madrid,1,2,A
26,14/09/2014,Granada,Villarreal,0,0,D
27,14/09/2014,Sevilla,Getafe,2,0,H
28,14/09/2014,Valencia,Espanol,3,1,H
29,14/09/2014,Vallecano,Elche,2,3,A
30,15/09/2014,Eibar,La Coruna,0,1,A
31,19/09/2014,Elche,Eibar,0,2,A
32,20/09/2014,Ath Bilbao,Granada,0,1,A
33,20/09/2014,Ath Madrid,Celta,2,2,D
34,20/09/2014,Espanol,Malaga,2,2,D
35,20/09/2014,La Coruna,Real Madrid,2,8,A
36,21/09/2014,Cordoba,Sevilla,1,3,A
37,21/09/2014,Levante,Barcelona,0,5,A
38,21/09/2014,Sociedad,Almeria,1,2,A
39,21/09/2014,Villarreal,Vallecano,4,2,H
40,22/09/2014,Getafe,Valencia,0,3,A
41,23/09/2014,Celta,La Coruna,2,1,H
42,23/09/2014,Real Madrid,Elche,5,1,H
43,24/09/2014,Almeria,Ath Madrid,0,1,A
44,24/09/2014,Eibar,Villarreal,1,1,D
45,24/09/2014,Granada,Levante,0,1,A
46,24/09/2014,Malaga,Barcelona,0,0,D
47,24/09/2014,Sevilla,Sociedad,1,0,H
48,24/09/2014,Vallecano,Ath Bilbao,2,1,H
49,25/09/2014,Espanol,Getafe,2,0,H
50,25/09/2014,Valencia,Cordoba,3,0,H
51,26/09/2014,Elche,Celta,0,1,A
52,27/09/2014,Ath Bilbao,Eibar,0,0,D
53,27/09/2014,Ath Madrid,Sevilla,4,0,H
54,27/09/2014,Barcelona,Granada,6,0,H
55,27/09/2014,Levante,Vallecano,0,2,A
56,27/09/2014,Villarreal,Real Madrid,0,2,A
57,28/09/2014,Cordoba,Espanol,0,0,D
58,28/09/2014,Getafe,Malaga,1,0,H
59,28/09/2014,La Coruna,Almeria,0,1,A
60,28/09/2014,Sociedad,Valencia,1,1,D
61,03/10/2014,Getafe,Cordoba,1,1,D
62,04/10/2014,Almeria,Elche,2,2,D
63,04/10/2014,Eibar,Levante,3,3,D
64,04/10/2014,Malaga,Granada,2,1,H
65,04/10/2014,Valencia,Ath Madrid,3,1,H
66,04/10/2014,Vallecano,Barcelona,0,2,A
67,05/10/2014,Celta,Villarreal,1,3,A
68,05/10/2014,Espanol,Sociedad,2,0,H
69,05/10/2014,Real Madrid,Ath Bilbao,5,0,H
70,05/10/2014,Sevilla,La Coruna,4,1,H
71,17/10/2014,Granada,Vallecano,0,1,A
72,18/10/2014,Ath Bilbao,Celta,1,1,D
73,18/10/2014,Barcelona,Eibar,3,0,H
74,18/10/2014,Cordoba,Malaga,1,2,A
75,18/10/2014,Levante,Real Madrid,0,5,A
76,19/10/2014,Ath Madrid,Espanol,2,0,H
77,19/10/2014,Elche,Sevilla,0,2,A
78,19/10/2014,La Coruna,Valencia,3,0,H
79,19/10/2014,Villarreal,Almeria,2,0,H
80,20/10/2014,Sociedad,Getafe,1,2,A
81,24/10/2014,Celta,Levante,3,0,H
82,25/10/2014,Almeria,Ath Bilbao,0,1,A
83,25/10/2014,Cordoba,Sociedad,1,1,D
84,25/10/2014,Eibar,Granada,1,1,D
85,25/10/2014,Real Madrid,Barcelona,3,1,H
86,25/10/2014,Valencia,Elche,3,1,H
87,26/10/2014,Espanol,La Coruna,0,0,D
88,26/10/2014,Getafe,Ath Madrid,0,1,A
89,26/10/2014,Malaga,Vallecano,4,0,H
90,26/10/2014,Sevilla,Villarreal,2,1,H
91,31/10/2014,La Coruna,Getafe,1,2,A
92,01/11/2014,Ath Madrid,Cordoba,4,2,H
93,01/11/2014,Barcelona,Celta,0,1,A
94,01/11/2014,Granada,Real Madrid,0,4,A
95,01/11/2014,Sociedad,Malaga,0,1,A
96,02/11/2014,Ath Bilbao,Sevilla,1,0,H
97,02/11/2014,Elche,Espanol,2,1,H
98,02/11/2014,Levante,Almeria,2,1,H
99,02/11/2014,Villarreal,Valencia,1,3,A
100,03/11/2014,Vallecano,Eibar,2,3,A
101,07/11/2014,Cordoba,La Coruna,0,0,D
102,08/11/2014,Almeria,Barcelona,1,2,A
103,08/11/2014,Celta,Granada,0,0,D
104,08/11/2014,Getafe,Elche,0,0,D
105,08/11/2014,Malaga,Eibar,2,1,H
106,08/11/2014,Real Madrid,Vallecano,5,1,H
107,09/11/2014,Espanol,Villarreal,1,1,D
108,09/11/2014,Sevilla,Levante,1,1,D
109,09/11/2014,Sociedad,Ath Madrid,2,1,H
110,09/11/2014,Valencia,Ath Bilbao,0,0,D
111,21/11/2014,Ath Bilbao,Espanol,3,1,H
112,22/11/2014,Ath Madrid,Malaga,3,1,H
113,22/11/2014,Barcelona,Sevilla,5,1,H
114,22/11/2014,Eibar,Real Madrid,0,4,A
115,22/11/2014,La Coruna,Sociedad,0,0,D
116,23/11/2014,Elche,Cordoba,2,2,D
117,23/11/2014,Levante,Valencia,2,1,H
118,23/11/2014,Vallecano,Celta,1,0,H
119,23/11/2014,Villarreal,Getafe,2,1,H
120,24/11/2014,Granada,Almeria,0,0,D
121,28/11/2014,Sociedad,Elche,3,0,H
122,29/11/2014,Celta,Eibar,0,1,A
123,29/11/2014,Espanol,Levante,2,1,H
124,29/11/2014,Getafe,Ath Bilbao,1,2,A
125,29/11/2014,Malaga,Real Madrid,1,2,A
126,30/11/2014,Ath Madrid,La Coruna,2,0,H
127,30/11/2014,Cordoba,Villarreal,0,2,A
128,30/11/2014,Sevilla,Granada,5,1,H
129,30/11/2014,Valencia,Barcelona,0,1,A
130,01/12/2014,Almeria,Vallecano,0,1,A
131,06/12/2014,Ath Bilbao,Cordoba,0,1,A
132,06/12/2014,Elche,Ath Madrid,0,2,A
133,06/12/2014,La Coruna,Malaga,0,1,A
134,06/12/2014,Real Madrid,Celta,3,0,H
135,07/12/2014,Barcelona,Espanol,5,1,H
136,07/12/2014,Granada,Valencia,1,1,D
137,07/12/2014,Vallecano,Sevilla,0,1,A
138,07/12/2014,Villarreal,Sociedad,4,0,H
139,08/12/2014,Eibar,Almeria,5,2,H
140,08/12/2014,Levante,Getafe,1,1,D
141,12/12/2014,Almeria,Real Madrid,1,4,A
142,13/12/2014,Cordoba,Levante,0,0,D
143,13/12/2014,Getafe,Barcelona,0,0,D
144,13/12/2014,Malaga,Celta,1,0,H
145,13/12/2014,Valencia,Vallecano,3,0,H
146,14/12/2014,Ath Madrid,Villarreal,0,1,A
147,14/12/2014,Espanol,Granada,2,1,H
148,14/12/2014,Sevilla,Eibar,0,0,D
149,14/12/2014,Sociedad,Ath Bilbao,1,1,D
150,15/12/2014,La Coruna,Elche,1,0,H
151,19/12/2014,Celta,Almeria,0,1,A
152,20/12/2014,Barcelona,Cordoba,5,0,H
153,20/12/2014,Eibar,Valencia,0,1,A
154,20/12/2014,Levante,Sociedad,1,1,D
155,20/12/2014,Vallecano,Espanol,1,3,A
156,21/12/2014,Ath Bilbao,Ath Madrid,1,4,A
157,21/12/2014,Elche,Malaga,1,2,A
158,21/12/2014,Granada,Getafe,1,1,D
159,21/12/2014,Villarreal,La Coruna,3,0,H
160,03/01/2015,Ath Madrid,Levante,3,1,H
161,03/01/2015,Elche,Villarreal,2,2,D
162,03/01/2015,La Coruna,Ath Bilbao,1,0,H
163,03/01/2015,Malaga,Almeria,1,2,A
164,03/01/2015,Sevilla,Celta,1,0,H
165,04/01/2015,Espanol,Eibar,1,2,A
166,04/01/2015,Getafe,Vallecano,1,2,A
167,04/01/2015,Sociedad,Barcelona,1,0,H
168,04/01/2015,Valencia,Real Madrid,2,1,H
169,05/01/2015,Cordoba,Granada,2,0,H
170,09/01/2015,Levante,La Coruna,0,0,D
171,10/01/2015,Celta,Valencia,1,1,D
172,10/01/2015,Eibar,Getafe,2,1,H
173,10/01/2015,Malaga,Villarreal,1,1,D
174,10/01/2015,Real Madrid,Espanol,3,0,H
175,11/01/2015,Almeria,Sevilla,0,2,A
176,11/01/2015,Ath Bilbao,Elche,1,2,A
177,11/01/2015,Barcelona,Ath Madrid,3,1,H
178,11/01/2015,Granada,Sociedad,1,1,D
179,12/01/2015,Vallecano,Cordoba,0,1,A
180,16/01/2015,Cordoba,Eibar,1,1,D
181,17/01/2015,Espanol,Celta,1,0,H
182,17/01/2015,Sociedad,Vallecano,0,1,A
183,17/01/2015,Valencia,Almeria,3,2,H
184,17/01/2015,Villarreal,Ath Bilbao,2,0,H
185,18/01/2015,Ath Madrid,Granada,2,0,H
186,18/01/2015,Elche,Levante,1,0,H
187,18/01/2015,Getafe,Real Madrid,0,3,A
188,18/01/2015,La Coruna,Barcelona,0,4,A
189,18/01/2015,Sevilla,Malaga,2,0,H
190,24/01/2015,Ath Madrid,Vallecano,3,1,H
191,24/01/2015,Cordoba,Real Madrid,1,2,A
192,24/01/2015,Elche,Barcelona,0,6,A
193,24/01/2015,Sociedad,Eibar,1,0,H
194,24/01/2015,Villarreal,Levante,1,0,H
195,25/01/2015,Ath Bilbao,Malaga,1,1,D
196,25/01/2015,Espanol,Almeria,3,0,H
197,25/01/2015,La Coruna,Granada,2,2,D
198,25/01/2015,Valencia,Sevilla,3,1,H
199,26/01/2015,Getafe,Celta,2,1,H
200,30/01/2015,Vallecano,La Coruna,1,2,A
201,31/01/2015,Celta,Cordoba,1,0,H
202,31/01/2015,Eibar,Ath Madrid,1,3,A
203,31/01/2015,Granada,Elche,1,0,H
204,31/01/2015,Real Madrid,Sociedad,4,1,H
205,01/02/2015,Almeria,Getafe,1,0,H
206,01/02/2015,Barcelona,Villarreal,3,2,H
207,01/02/2015,Levante,Ath Bilbao,0,2,A
208,01/02/2015,Sevilla,Espanol,3,2,H
209,02/02/2015,Malaga,Valencia,1,0,H
210,04/02/2015,Real Madrid,Sevilla,2,1,H
211,06/02/2015,La Coruna,Eibar,2,0,H
212,07/02/2015,Ath Madrid,Real Madrid,4,0,H
213,07/02/2015,Levante,Malaga,4,1,H
214,07/02/2015,Sociedad,Celta,1,1,D
215,07/02/2015,Villarreal,Granada,2,0,H
216,08/02/2015,Ath Bilbao,Barcelona,2,5,A
217,08/02/2015,Cordoba,Almeria,1,2,A
218,08/02/2015,Espanol,Valencia,1,2,A
219,08/02/2015,Getafe,Sevilla,2,1,H
220,09/02/2015,Elche,Vallecano,2,0,H
221,13/02/2015,Almeria,Sociedad,2,2,D
222,14/02/2015,Granada,Ath Bilbao,0,0,D
223,14/02/2015,Malaga,Espanol,0,2,A
224,14/02/2015,Real Madrid,La Coruna,2,0,H
225,14/02/2015,Sevilla,Cordoba,3,0,H
226,15/02/2015,Barcelona,Levante,5,0,H
227,15/02/2015,Celta,Ath Madrid,2,0,H
228,15/02/2015,Valencia,Getafe,1,0,H
229,15/02/2015,Vallecano,Villarreal,2,0,H
230,16/02/2015,Eibar,Elche,0,1,A
231,20/02/2015,Getafe,Espanol,2,1,H
232,21/02/2015,Ath Madrid,Almeria,3,0,H
233,21/02/2015,Barcelona,Malaga,0,1,A
234,21/02/2015,Cordoba,Valencia,1,2,A
235,21/02/2015,La Coruna,Celta,0,2,A
236,22/02/2015,Ath Bilbao,Vallecano,1,0,H
237,22/02/2015,Elche,Real Madrid,0,2,A
238,22/02/2015,Sociedad,Sevilla,4,3,H
239,22/02/2015,Villarreal,Eibar,1,0,H
240,23/02/2015,Levante,Granada,2,1,H
241,27/02/2015,Espanol,Cordoba,1,0,H
242,28/02/2015,Almeria,La Coruna,0,0,D
243,28/02/2015,Granada,Barcelona,1,3,A
244,28/02/2015,Malaga,Getafe,3,2,H
245,28/02/2015,Vallecano,Levante,4,2,H
246,01/03/2015,Eibar,Ath Bilbao,0,1,A
247,01/03/2015,Real Madrid,Villarreal,1,1,D
248,01/03/2015,Sevilla,Ath Madrid,0,0,D
249,01/03/2015,Valencia,Sociedad,2,0,H
250,02/03/2015,Celta,Elche,1,1,D
251,06/03/2015,Levante,Eibar,2,1,H
252,07/03/2015,Ath Bilbao,Real Madrid,1,0,H
253,07/03/2015,Elche,Almeria,1,0,H
254,07/03/2015,Granada,Malaga,1,0,H
255,07/03/2015,La Coruna,Sevilla,3,4,A
256,08/03/2015,Ath Madrid,Valencia,1,1,D
257,08/03/2015,Barcelona,Vallecano,6,1,H
258,08/03/2015,Sociedad,Espanol,1,0,H
259,08/03/2015,Villarreal,Celta,4,1,H
260,09/03/2015,Cordoba,Getafe,1,2,A
261,13/03/2015,Valencia,La Coruna,2,0,H
262,14/03/2015,Celta,Ath Bilbao,1,2,A
263,14/03/2015,Eibar,Barcelona,0,2,A
264,14/03/2015,Espanol,Ath Madrid,0,0,D
265,14/03/2015,Vallecano,Granada,3,1,H
266,15/03/2015,Almeria,Villarreal,0,0,D
267,15/03/2015,Malaga,Cordoba,2,0,H
268,15/03/2015,Real Madrid,Levante,2,0,H
269,15/03/2015,Sevilla,Elche,3,0,H
270,16/03/2015,Getafe,Sociedad,0,1,A
271,20/03/2015,Elche,Valencia,0,4,A
272,21/03/2015,Ath Bilbao,Almeria,2,1,H
273,21/03/2015,Ath Madrid,Getafe,2,0,H
274,21/03/2015,Granada,Eibar,0,0,D
275,21/03/2015,Levante,Celta,0,1,A
276,21/03/2015,Vallecano,Malaga,1,0,H
277,22/03/2015,Barcelona,Real Madrid,2,1,H
278,22/03/2015,La Coruna,Espanol,0,0,D
279,22/03/2015,Sociedad,Cordoba,3,1,H
280,22/03/2015,Villarreal,Sevilla,0,2,A
281,03/04/2015,Eibar,Vallecano,1,2,A
282,04/04/2015,Almeria,Levante,1,4,A
283,04/04/2015,Cordoba,Ath Madrid,0,2,A
284,04/04/2015,Malaga,Sociedad,1,1,D
285,04/04/2015,Sevilla,Ath Bilbao,2,0,H
286,05/04/2015,Celta,Barcelona,0,1,A
287,05/04/2015,Getafe,La Coruna,2,1,H
288,05/04/2015,Real Madrid,Granada,9,1,H
289,05/04/2015,Valencia,Villarreal,0,0,D
290,06/04/2015,Espanol,Elche,1,1,D
291,07/04/2015,Ath Madrid,Sociedad,2,0,H
292,07/04/2015,Eibar,Malaga,1,0,H
293,07/04/2015,Levante,Sevilla,1,2,A
294,08/04/2015,Barcelona,Almeria,4,0,H
295,08/04/2015,Granada,Celta,1,1,D
296,08/04/2015,La Coruna,Cordoba,1,1,D
297,08/04/2015,Vallecano,Real Madrid,0,2,A
298,09/04/2015,Ath Bilbao,Valencia,1,1,D
299,09/04/2015,Elche,Getafe,0,1,A
300,09/04/2015,Villarreal,Espanol,0,3,A
301,11/04/2015,Almeria,Granada,3,0,H
302,11/04/2015,Celta,Vallecano,6,1,H
303,11/04/2015,Malaga,Ath Madrid,2,2,D
304,11/04/2015,Real Madrid,Eibar,3,0,H
305,11/04/2015,Sevilla,Barcelona,2,2,D
306,12/04/2015,Cordoba,Elche,0,2,A
307,12/04/2015,Espanol,Ath Bilbao,1,0,H
308,12/04/2015,Getafe,Villarreal,1,1,D
309,12/04/2015,Sociedad,La Coruna,2,2,D
310,13/04/2015,Valencia,Levante,3,0,H
311,17/04/2015,Levante,Espanol,2,2,D
312,18/04/2015,Ath Bilbao,Getafe,4,0,H
313,18/04/2015,Barcelona,Valencia,2,0,H
314,18/04/2015,La Coruna,Ath Madrid,1,2,A
315,18/04/2015,Real Madrid,Malaga,3,1,H
316,19/04/2015,Eibar,Celta,0,1,A
317,19/04/2015,Granada,Sevilla,1,1,D
318,19/04/2015,Vallecano,Almeria,2,0,H
319,19/04/2015,Villarreal,Cordoba,0,0,D
320,20/04/2015,Elche,Sociedad,1,0,H
321,24/04/2015,Cordoba,Ath Bilbao,0,1,A
322,25/04/2015,Ath Madrid,Elche,3,0,H
323,25/04/2015,Espanol,Barcelona,0,2,A
324,25/04/2015,Getafe,Levante,0,1,A
325,25/04/2015,Sociedad,Villarreal,0,0,D
326,26/04/2015,Almeria,Eibar,2,0,H
327,26/04/2015,Celta,Real Madrid,2,4,A
328,26/04/2015,Malaga,La Coruna,1,1,D
329,26/04/2015,Sevilla,Vallecano,2,0,H
330,27/04/2015,Valencia,Granada,4,0,H
331,28/04/2015,Ath Bilbao,Sociedad,1,1,D
332,28/04/2015,Barcelona,Getafe,6,0,H
333,28/04/2015,Levante,Cordoba,1,0,H
334,29/04/2015,Celta,Malaga,1,0,H
335,29/04/2015,Eibar,Sevilla,1,3,A
336,29/04/2015,Elche,La Coruna,4,0,H
337,29/04/2015,Real Madrid,Almeria,3,0,H
338,29/04/2015,Villarreal,Ath Madrid,0,1,A
339,30/04/2015,Granada,Espanol,1,2,A
340,30/04/2015,Vallecano,Valencia,1,1,D
341,01/05/2015,Sociedad,Levante,3,0,H
342,02/05/2015,Ath Madrid,Ath Bilbao,0,0,D
343,02/05/2015,Cordoba,Barcelona,0,8,A
344,02/05/2015,La Coruna,Villarreal,1,1,D
345,02/05/2015,Sevilla,Real Madrid,2,3,A
346,03/05/2015,Espanol,Vallecano,1,1,D
347,03/05/2015,Getafe,Granada,1,2,A
348,03/05/2015,Malaga,Elche,1,2,A
349,03/05/2015,Valencia,Eibar,3,1,H
350,04/05/2015,Almeria,Celta,2,2,D
351,08/05/2015,Eibar,Espanol,0,2,A
352,09/05/2015,Ath Bilbao,La Coruna,1,1,D
353,09/05/2015,Barcelona,Sociedad,2,0,H
354,09/05/2015,Granada,Cordoba,2,0,H
355,09/05/2015,Real Madrid,Valencia,2,2,D
356,10/05/2015,Almeria,Malaga,1,2,A
357,10/05/2015,Celta,Sevilla,1,1,D
358,10/05/2015,Levante,Ath Madrid,2,2,D
359,10/05/2015,Villarreal,Elche,1,0,H
360,11/05/2015,Vallecano,Getafe,2,0,H
361,17/05/2015,Ath Madrid,Barcelona,0,1,A
362,17/05/2015,Cordoba,Vallecano,1,2,A
363,17/05/2015,Elche,Ath Bilbao,2,3,A
364,17/05/2015,Espanol,Real Madrid,1,4,A
365,17/05/2015,Getafe,Eibar,1,1,D
366,17/05/2015,La Coruna,Levante,2,0,H
367,17/05/2015,Sevilla,Almeria,2,1,H
368,17/05/2015,Sociedad,Granada,0,3,A
369,17/05/2015,Valencia,Celta,1,1,D
370,17/05/2015,Villarreal,Malaga,2,1,H
371,23/05/2015,Almeria,Valencia,2,3,A
372,23/05/2015,Ath Bilbao,Villarreal,4,0,H
373,23/05/2015,Barcelona,La Coruna,2,2,D
374,23/05/2015,Celta,Espanol,3,2,H
375,23/05/2015,Eibar,Cordoba,3,0,H
376,23/05/2015,Granada,Ath Madrid,0,0,D
377,23/05/2015,Levante,Elche,0,0,D
378,23/05/2015,Malaga,Sevilla,2,3,A
379,23/05/2015,Real Madrid,Getafe,7,3,H
380,23/05/2015,Vallecano,Sociedad,2,4,A
381,21/08/2015,Malaga,Sevilla,0,0,D
382,22/08/2015,Ath Madrid,Las Palmas,1,0,H
383,22/08/2015,Espanol,Getafe,1,0,H
384,22/08/2015,La Coruna,Sociedad,0,0,D
385,22/08/2015,Vallecano,Valencia,0,0,D
386,23/08/2015,Ath Bilbao,Barcelona,0,1,A
387,23/08/2015,Betis,Villarreal,1,1,D
388,23/08/2015,Levante,Celta,1,2,A
389,23/08/2015,Sp Gijon,Real Madrid,0,0,D
390,24/08/2015,Granada,Eibar,1,3,A
391,28/08/2015,Villarreal,Espanol,3,1,H
392,29/08/2015,Barcelona,Malaga,1,0,H
393,29/08/2015,Celta,Vallecano,3,0,H
394,29/08/2015,Real Madrid,Betis,5,0,H
395,29/08/2015,Sociedad,Sp Gijon,0,0,D
396,30/08/2015,Eibar,Ath Bilbao,2,0,H
397,30/08/2015,Getafe,Granada,1,2,A
398,30/08/2015,Las Palmas,Levante,0,0,D
399,30/08/2015,Sevilla,Ath Madrid,0,3,A
400,30/08/2015,Valencia,La Coruna,1,1,D
401,11/09/2015,Levante,Sevilla,1,1,D
402,12/09/2015,Ath Madrid,Barcelona,1,2,A
403,12/09/2015,Betis,Sociedad,1,0,H
404,12/09/2015,Espanol,Real Madrid,0,6,A
405,12/09/2015,Sp Gijon,Valencia,0,1,A
406,13/09/2015,Ath Bilbao,Getafe,3,1,H
407,13/09/2015,Celta,Las Palmas,3,3,D
408,13/09/2015,Granada,Villarreal,1,3,A
409,13/09/2015,Malaga,Eibar,0,0,D
410,14/09/2015,Vallecano,La Coruna,1,3,A
411,18/09/2015,Getafe,Malaga,1,0,H
412,19/09/2015,Eibar,Ath Madrid,0,2,A
413,19/09/2015,Real Madrid,Granada,1,0,H
414,19/09/2015,Sociedad,Espanol,2,3,A
415,19/09/2015,Valencia,Betis,0,0,D
416,20/09/2015,Barcelona,Levante,4,1,H
417,20/09/2015,La Coruna,Sp Gijon,2,3,A
418,20/09/2015,Las Palmas,Vallecano,0,1,A
419,20/09/2015,Sevilla,Celta,1,2,A
420,20/09/2015,Villarreal,Ath Bilbao,3,1,H
421,22/09/2015,Ath Madrid,Getafe,2,0,H
422,22/09/2015,Espanol,Valencia,1,0,H
423,22/09/2015,Granada,Sociedad,0,3,A
424,23/09/2015,Ath Bilbao,Real Madrid,1,2,A
425,23/09/2015,Celta,Barcelona,4,1,H
426,23/09/2015,Las Palmas,Sevilla,2,0,H
427,23/09/2015,Levante,Eibar,2,2,D
428,23/09/2015,Malaga,Villarreal,0,1,A
429,23/09/2015,Vallecano,Sp Gijon,2,1,H
430,24/09/2015,Betis,La Coruna,1,2,A
431,25/09/2015,Valencia,Granada,1,0,H
432,26/09/2015,Barcelona,Las Palmas,2,1,H
433,26/09/2015,Eibar,Celta,1,1,D
434,26/09/2015,Real Madrid,Malaga,0,0,D
435,26/09/2015,Sevilla,Vallecano,3,2,H
436,26/09/2015,Villarreal,Ath Madrid,1,0,H
437,27/09/2015,Getafe,Levante,3,0,H
438,27/09/2015,La Coruna,Espanol,3,0,H
439,27/09/2015,Sociedad,Ath Bilbao,0,0,D
440,27/09/2015,Sp Gijon,Betis,1,2,A
441,02/10/2015,Celta,Getafe,0,0,D
442,03/10/2015,Espanol,Sp Gijon,1,2,A
443,03/10/2015,Granada,La Coruna,1,1,D
444,03/10/2015,Las Palmas,Eibar,0,2,A
445,03/10/2015,Malaga,Sociedad,3,1,H
446,03/10/2015,Sevilla,Barcelona,2,1,H
447,04/10/2015,Ath Bilbao,Valencia,3,1,H
448,04/10/2015,Ath Madrid,Real Madrid,1,1,D
449,04/10/2015,Levante,Villarreal,1,0,H
450,04/10/2015,Vallecano,Betis,0,2,A
451,17/10/2015,Barcelona,Vallecano,5,2,H
452,17/10/2015,Betis,Espanol,1,3,A
453,17/10/2015,Eibar,Sevilla,1,1,D
454,17/10/2015,Real Madrid,Levante,3,0,H
455,17/10/2015,Valencia,Malaga,3,0,H
456,18/10/2015,Getafe,Las Palmas,4,0,H
457,18/10/2015,La Coruna,Ath Bilbao,2,2,D
458,18/10/2015,Sociedad,Ath Madrid,0,2,A
459,18/10/2015,Villarreal,Celta,1,2,A
460,19/10/2015,Sp Gijon,Granada,3,3,D
461,23/10/2015,Vallecano,Espanol,3,0,H
462,24/10/2015,Celta,Real Madrid,1,3,A
463,24/10/2015,Granada,Betis,1,1,D
464,24/10/2015,Malaga,La Coruna,2,0,H
465,24/10/2015,Sevilla,Getafe,5,0,H
466,25/10/2015,Ath Madrid,Valencia,2,1,H
467,25/10/2015,Barcelona,Eibar,3,1,H
468,25/10/2015,Las Palmas,Villarreal,0,0,D
469,25/10/2015,Levante,Sociedad,0,4,A
470,26/10/2015,Ath Bilbao,Sp Gijon,3,0,H
471,30/10/2015,La Coruna,Ath Madrid,1,1,D
472,31/10/2015,Getafe,Barcelona,0,2,A
473,31/10/2015,Real Madrid,Las Palmas,3,1,H
474,31/10/2015,Sociedad,Celta,2,3,A
475,31/10/2015,Valencia,Levante,3,0,H
476,31/10/2015,Villarreal,Sevilla,2,1,H
477,01/11/2015,Betis,Ath Bilbao,1,3,A
478,01/11/2015,Eibar,Vallecano,1,0,H
479,01/11/2015,Espanol,Granada,1,1,D
480,01/11/2015,Sp Gijon,Malaga,1,0,H
481,06/11/2015,Las Palmas,Sociedad,2,0,H
482,07/11/2015,Celta,Valencia,1,5,A
483,07/11/2015,Eibar,Getafe,3,1,H
484,07/11/2015,Levante,La Coruna,1,1,D
485,07/11/2015,Malaga,Betis,0,1,A
486,07/11/2015,Vallecano,Granada,2,1,H
487,08/11/2015,Ath Bilbao,Espanol,2,1,H
488,08/11/2015,Ath Madrid,Sp Gijon,1,0,H
489,08/11/2015,Barcelona,Villarreal,3,0,H
490,08/11/2015,Sevilla,Real Madrid,3,2,H
491,21/11/2015,Espanol,Malaga,2,0,H
492,21/11/2015,La Coruna,Celta,2,0,H
493,21/11/2015,Real Madrid,Barcelona,0,4,A
494,21/11/2015,Sociedad,Sevilla,2,0,H
495,21/11/2015,Valencia,Las Palmas,1,1,D
496,22/11/2015,Betis,Ath Madrid,0,1,A
497,22/11/2015,Granada,Ath Bilbao,2,0,H
498,22/11/2015,Sp Gijon,Levante,0,3,A
499,22/11/2015,Villarreal,Eibar,1,1,D
500,23/11/2015,Getafe,Vallecano,1,1,D
501,27/11/2015,Levante,Betis,0,1,A
502,28/11/2015,Ath Madrid,Espanol,1,0,H
503,28/11/2015,Barcelona,Sociedad,4,0,H
504,28/11/2015,Celta,Sp Gijon,2,1,H
505,28/11/2015,Las Palmas,La Coruna,0,2,A
506,28/11/2015,Malaga,Granada,2,2,D
507,29/11/2015,Eibar,Real Madrid,0,2,A
508,29/11/2015,Getafe,Villarreal,2,0,H
509,29/11/2015,Sevilla,Valencia,1,0,H
510,29/11/2015,Vallecano,Ath Bilbao,0,3,A
511,05/12/2015,Betis,Celta,1,1,D
512,05/12/2015,Granada,Ath Madrid,0,2,A
513,05/12/2015,La Coruna,Sevilla,1,1,D
514,05/12/2015,Real Madrid,Getafe,4,1,H
515,05/12/2015,Valencia,Barcelona,1,1,D
516,06/12/2015,Ath Bilbao,Malaga,0,0,D
517,06/12/2015,Sociedad,Eibar,2,1,H
518,06/12/2015,Sp Gijon,Las Palmas,3,1,H
519,06/12/2015,Villarreal,Vallecano,2,1,H
520,07/12/2015,Espanol,Levante,1,1,D
521,11/12/2015,Getafe,Sociedad,1,1,D
522,12/12/2015,Barcelona,La Coruna,2,2,D
523,12/12/2015,Celta,Espanol,1,0,H
524,12/12/2015,Las Palmas,Betis,1,0,H
525,12/12/2015,Levante,Granada,1,2,A
526,12/12/2015,Sevilla,Sp Gijon,2,0,H
527,13/12/2015,Ath Madrid,Ath Bilbao,2,1,H
528,13/12/2015,Eibar,Valencia,1,1,D
529,13/12/2015,Vallecano,Malaga,1,2,A
530,13/12/2015,Villarreal,Real Madrid,1,0,H
