,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
1352,02/02/2019,Barcelona,Valencia,2,2,D
1353,02/02/2019,Celta,Sevilla,1,0,H
1354,02/02/2019,Levante,Getafe,0,0,D
1355,02/02/2019,Sociedad,Ath Bilbao,2,1,H
1356,03/02/2019,Betis,Ath Madrid,1,0,H
1357,03/02/2019,Eibar,Girona,3,0,H
1358,03/02/2019,Real Madrid,Alaves,3,0,H
1359,03/02/2019,Villarreal,Espanol,2,2,D
1360,04/02/2019,Vallecano,Leganes,1,2,A
1361,08/02/2019,Valladolid,Villarreal,0,0,D
1362,09/02/2019,Ath Madrid,Real Madrid,1,3,A
1363,09/02/2019,Espanol,Vallecano,2,1,H
1364,09/02/2019,Getafe,Celta,3,1,H
1365,09/02/2019,Girona,Huesca,0,2,A
1366,10/02/2019,Ath Bilbao,Barcelona,0,0,D
1367,10/02/2019,Leganes,Betis,3,0,H
1368,10/02/2019,Sevilla,Eibar,2,2,D
1369,10/02/2019,Valencia,Sociedad,0,0,D
1370,11/02/2019,Alaves,Levante,2,0,H
1371,15/02/2019,Eibar,Getafe,2,2,D
1372,16/02/2019,Barcelona,Valladolid,1,0,H
1373,16/02/2019,Celta,Levante,1,4,A
1374,16/02/2019,Sociedad,Leganes,3,0,H
1375,16/02/2019,Vallecano,Ath Madrid,0,1,A
1376,17/02/2019,Betis,Alaves,1,1,D
1377,17/02/2019,Real Madrid,Girona,1,2,A
1378,17/02/2019,Valencia,Espanol,0,0,D
1379,17/02/2019,Villarreal,Sevilla,3,0,H
1380,18/02/2019,Huesca,Ath Bilbao,0,1,A
1381,22/02/2019,Espanol,Huesca,1,1,D
1382,23/02/2019,Alaves,Celta,0,0,D
1383,23/02/2019,Ath Bilbao,Eibar,1,0,H
1384,23/02/2019,Getafe,Vallecano,2,1,H
1385,23/02/2019,Sevilla,Barcelona,2,4,A
1386,24/02/2019,Ath Madrid,Villarreal,2,0,H
1387,24/02/2019,Leganes,Valencia,1,1,D
1388,24/02/2019,Levante,Real Madrid,1,2,A
1389,24/02/2019,Valladolid,Betis,0,2,A
1390,25/02/2019,Girona,Sociedad,0,0,D
1391,01/03/2019,Vallecano,Girona,0,2,A
1392,02/03/2019,Espanol,Valladolid,3,1,H
1393,02/03/2019,Huesca,Sevilla,2,1,H
1394,02/03/2019,Real Madrid,Barcelona,0,1,A
1395,02/03/2019,Villarreal,Alaves,1,2,A
1396,03/03/2019,Betis,Getafe,1,2,A
1397,03/03/2019,Eibar,Celta,1,0,H
1398,03/03/2019,Sociedad,Ath Madrid,0,2,A
1399,03/03/2019,Valencia,Ath Bilbao,2,0,H
1400,04/03/2019,Leganes,Levante,1,0,H
1401,08/03/2019,Ath Bilbao,Espanol,1,1,D
1402,09/03/2019,Alaves,Eibar,1,1,D
1403,09/03/2019,Ath Madrid,Leganes,1,0,H
1404,09/03/2019,Barcelona,Vallecano,3,1,H
1405,09/03/2019,Getafe,Huesca,2,1,H
1406,10/03/2019,Celta,Betis,0,1,A
1407,10/03/2019,Girona,Valencia,2,3,A
1408,10/03/2019,Levante,Villarreal,0,2,A
1409,10/03/2019,Sevilla,Sociedad,5,2,H
1410,10/03/2019,Valladolid,Real Madrid,1,4,A
1411,15/03/2019,Sociedad,Levante,1,1,D
1412,16/03/2019,Ath Bilbao,Ath Madrid,2,0,H
1413,16/03/2019,Huesca,Alaves,1,3,A
1414,16/03/2019,Leganes,Girona,0,2,A
1415,16/03/2019,Real Madrid,Celta,2,0,H
1416,17/03/2019,Betis,Barcelona,1,4,A
1417,17/03/2019,Eibar,Valladolid,1,2,A
1418,17/03/2019,Espanol,Sevilla,0,1,A
1419,17/03/2019,Valencia,Getafe,0,0,D
1420,17/03/2019,Villarreal,Vallecano,3,1,H
1421,29/03/2019,Girona,Ath Bilbao,1,2,A
1422,30/03/2019,Alaves,Ath Madrid,0,4,A
1423,30/03/2019,Barcelona,Espanol,2,0,H
1424,30/03/2019,Celta,Villarreal,3,2,H
1425,30/03/2019,Getafe,Leganes,0,2,A
1426,31/03/2019,Levante,Eibar,2,2,D
1427,31/03/2019,Real Madrid,Huesca,3,2,H
1428,31/03/2019,Sevilla,Valencia,0,1,A
1429,31/03/2019,Valladolid,Sociedad,1,1,D
1430,31/03/2019,Vallecano,Betis,1,1,D
1431,02/04/2019,Ath Madrid,Girona,2,0,H
1432,02/04/2019,Espanol,Getafe,1,1,D
1433,02/04/2019,Villarreal,Barcelona,4,4,D
1434,03/04/2019,Ath Bilbao,Levante,3,2,H
1435,03/04/2019,Eibar,Vallecano,2,1,H
1436,03/04/2019,Huesca,Celta,3,3,D
1437,03/04/2019,Valencia,Real Madrid,2,1,H
1438,04/04/2019,Leganes,Valladolid,1,0,H
1439,04/04/2019,Sevilla,Alaves,2,0,H
1440,04/04/2019,Sociedad,Betis,2,1,H
1441,06/04/2019,Barcelona,Ath Madrid,2,0,H
1442,06/04/2019,Girona,Espanol,1,2,A
1443,06/04/2019,Real Madrid,Eibar,2,1,H
1444,06/04/2019,Vallecano,Valencia,2,0,H
1445,07/04/2019,Alaves,Leganes,1,1,D
1446,07/04/2019,Betis,Villarreal,2,1,H
1447,07/04/2019,Celta,Sociedad,3,1,H
1448,07/04/2019,Getafe,Ath Bilbao,1,0,H
1449,07/04/2019,Levante,Huesca,2,2,D
1450,07/04/2019,Valladolid,Sevilla,0,2,A
1451,13/04/2019,Ath Madrid,Celta,2,0,H
1452,13/04/2019,Espanol,Alaves,2,1,H
1453,13/04/2019,Huesca,Barcelona,0,0,D
1454,13/04/2019,Sevilla,Betis,3,2,H
1455,14/04/2019,Ath Bilbao,Vallecano,3,2,H
1456,14/04/2019,Girona,Villarreal,0,1,A
1457,14/04/2019,Sociedad,Eibar,1,1,D
1458,14/04/2019,Valencia,Levante,3,1,H
1459,14/04/2019,Valladolid,Getafe,2,2,D
1460,15/04/2019,Leganes,Real Madrid,1,1,D
1461,19/04/2019,Alaves,Valladolid,2,2,D
1462,20/04/2019,Barcelona,Sociedad,2,1,H
1463,20/04/2019,Celta,Girona,2,1,H
1464,20/04/2019,Eibar,Ath Madrid,0,1,A
1465,20/04/2019,Vallecano,Huesca,0,0,D
1466,21/04/2019,Betis,Valencia,1,2,A
1467,21/04/2019,Getafe,Sevilla,3,0,H
1468,21/04/2019,Levante,Espanol,2,2,D
1469,21/04/2019,Real Madrid,Ath Bilbao,3,0,H
1470,21/04/2019,Villarreal,Leganes,2,1,H
1471,23/04/2019,Alaves,Barcelona,0,2,A
1472,23/04/2019,Huesca,Eibar,2,0,H
1473,23/04/2019,Valladolid,Girona,1,0,H
1474,24/04/2019,Ath Madrid,Valencia,3,2,H
1475,24/04/2019,Espanol,Celta,1,1,D
1476,24/04/2019,Leganes,Ath Bilbao,0,1,A
1477,24/04/2019,Levante,Betis,4,0,H
1478,25/04/2019,Getafe,Real Madrid,0,0,D
1479,25/04/2019,Sevilla,Vallecano,5,0,H
1480,25/04/2019,Sociedad,Villarreal,0,1,A
1481,27/04/2019,Ath Bilbao,Alaves,1,1,D
1482,27/04/2019,Ath Madrid,Valladolid,1,0,H
1483,27/04/2019,Barcelona,Levante,1,0,H
1484,27/04/2019,Leganes,Celta,0,0,D
1485,28/04/2019,Girona,Sevilla,1,0,H
1486,28/04/2019,Sociedad,Getafe,2,1,H
1487,28/04/2019,Valencia,Eibar,0,1,A
1488,28/04/2019,Vallecano,Real Madrid,1,0,H
1489,28/04/2019,Villarreal,Huesca,1,1,D
1490,29/04/2019,Betis,Espanol,1,1,D
1491,03/05/2019,Sevilla,Leganes,0,3,A
1492,04/05/2019,Alaves,Sociedad,0,1,A
1493,04/05/2019,Celta,Barcelona,2,0,H
1494,04/05/2019,Espanol,Ath Madrid,3,0,H
1495,04/05/2019,Levante,Vallecano,4,1,H
1496,05/05/2019,Eibar,Betis,1,0,H
1497,05/05/2019,Getafe,Girona,2,0,H
1498,05/05/2019,Huesca,Valencia,2,6,A
1499,05/05/2019,Real Madrid,Villarreal,3,2,H
1500,05/05/2019,Valladolid,Ath Bilbao,1,0,H
1501,12/05/2019,Ath Bilbao,Celta,3,1,H
1502,12/05/2019,Ath Madrid,Sevilla,1,1,D
1503,12/05/2019,Barcelona,Getafe,2,0,H
1504,12/05/2019,Betis,Huesca,2,1,H
1505,12/05/2019,Girona,Levante,1,2,A
1506,12/05/2019,Leganes,Espanol,0,2,A
1507,12/05/2019,Sociedad,Real Madrid,3,1,H
1508,12/05/2019,Valencia,Alaves,3,1,H
1509,12/05/2019,Vallecano,Valladolid,1,2,A
1510,12/05/2019,Villarreal,Eibar,1,0,H
1511,18/05/2019,Alaves,Girona,2,1,H
1512,18/05/2019,Celta,Vallecano,2,2,D
1513,18/05/2019,Espanol,Sociedad,2,0,H
1514,18/05/2019,Getafe,Villarreal,2,2,D
1515,18/05/2019,Huesca,Leganes,2,1,H
1516,18/05/2019,Levante,Ath Madrid,2,2,D
1517,18/05/2019,Sevilla,Ath Bilbao,2,0,H
1518,18/05/2019,Valladolid,Valencia,0,2,A
1519,19/05/2019,Eibar,Barcelona,2,2,D
1520,19/05/2019,Real Madrid,Betis,0,2,A
1521,16/08/2019,Ath Bilbao,Barcelona,1,0,H
1522,17/08/2019,Celta,Real Madrid,1,3,A
1523,17/08/2019,Valencia,Sociedad,1,1,D
1524,17/08/2019,Mallorca,Eibar,2,1,H
1525,17/08/2019,Leganes,Osasuna,0,1,A
1526,17/08/2019,Villarreal,Granada,4,4,D
1527,18/08/2019,Alaves,Levante,1,0,H
1528,18/08/2019,Espanol,Sevilla,0,2,A
1529,18/08/2019,Betis,Valladolid,1,2,A
1530,18/08/2019,Ath Madrid,Getafe,1,0,H
1531,23/08/2019,Granada,Sevilla,0,1,A
1532,23/08/2019,Levante,Villarreal,2,1,H
1533,24/08/2019,Osasuna,Eibar,0,0,D
1534,24/08/2019,Real Madrid,Valladolid,1,1,D
1535,24/08/2019,Celta,Valencia,1,0,H
1536,24/08/2019,Getafe,Ath Bilbao,1,1,D
1537,25/08/2019,Alaves,Espanol,0,0,D
1538,25/08/2019,Mallorca,Sociedad,0,1,A
1539,25/08/2019,Leganes,Ath Madrid,0,1,A
1540,25/08/2019,Barcelona,Betis,5,2,H
1541,30/08/2019,Sevilla,Celta,1,1,D
1542,30/08/2019,Ath Bilbao,Sociedad,2,0,H
1543,31/08/2019,Osasuna,Barcelona,2,2,D
1544,31/08/2019,Getafe,Alaves,1,1,D
1545,31/08/2019,Levante,Valladolid,2,0,H
1546,31/08/2019,Betis,Leganes,2,1,H
1547,01/09/2019,Valencia,Mallorca,2,0,H
1548,01/09/2019,Ath Madrid,Eibar,3,2,H
1549,01/09/2019,Espanol,Granada,0,3,A
1550,01/09/2019,Villarreal,Real Madrid,2,2,D
1551,13/09/2019,Mallorca,Ath Bilbao,0,0,D
1552,14/09/2019,Real Madrid,Levante,3,2,H
1553,14/09/2019,Leganes,Villarreal,0,3,A
1554,14/09/2019,Sociedad,Ath Madrid,2,0,H
1555,14/09/2019,Barcelona,Valencia,5,2,H
1556,15/09/2019,Eibar,Espanol,1,2,A
1557,15/09/2019,Alaves,Sevilla,0,1,A
1558,15/09/2019,Celta,Granada,0,2,A
1559,15/09/2019,Valladolid,Osasuna,1,1,D
1560,15/09/2019,Betis,Getafe,1,1,D
1561,20/09/2019,Osasuna,Betis,0,0,D
1562,21/09/2019,Villarreal,Valladolid,2,0,H
1563,21/09/2019,Levante,Eibar,0,0,D
1564,21/09/2019,Ath Madrid,Celta,0,0,D
1565,21/09/2019,Granada,Barcelona,2,0,H
1566,22/09/2019,Getafe,Mallorca,4,2,H
1567,22/09/2019,Espanol,Sociedad,1,3,A
1568,22/09/2019,Valencia,Leganes,1,1,D
1569,22/09/2019,Ath Bilbao,Alaves,2,0,H
1570,22/09/2019,Sevilla,Real Madrid,0,1,A
1571,24/09/2019,Valladolid,Granada,1,1,D
1572,24/09/2019,Betis,Levante,3,1,H
1573,24/09/2019,Barcelona,Villarreal,2,1,H
1574,25/09/2019,Leganes,Ath Bilbao,1,1,D
1575,25/09/2019,Mallorca,Ath Madrid,0,2,A
1576,25/09/2019,Valencia,Getafe,3,3,D
1577,25/09/2019,Real Madrid,Osasuna,2,0,H
1578,26/09/2019,Eibar,Sevilla,3,2,H
1579,26/09/2019,Celta,Espanol,1,1,D
1580,26/09/2019,Sociedad,Alaves,3,0,H
1581,27/09/2019,Villarreal,Betis,5,1,H
1582,28/09/2019,Ath Bilbao,Valencia,0,1,A
1583,28/09/2019,Getafe,Barcelona,0,2,A
1584,28/09/2019,Granada,Leganes,1,0,H
1585,28/09/2019,Ath Madrid,Real Madrid,0,0,D
1586,29/09/2019,Espanol,Valladolid,0,2,A
1587,29/09/2019,Eibar,Celta,2,0,H
1588,29/09/2019,Alaves,Mallorca,2,0,H
1589,29/09/2019,Levante,Osasuna,1,1,D
1590,29/09/2019,Sevilla,Sociedad,3,2,H
1591,04/10/2019,Betis,Eibar,1,1,D
1592,05/10/2019,Leganes,Levante,1,2,A
1593,05/10/2019,Real Madrid,Granada,4,2,H
1594,05/10/2019,Valencia,Alaves,2,1,H
1595,05/10/2019,Osasuna,Villarreal,2,1,H
1596,06/10/2019,Mallorca,Espanol,2,0,H
1597,06/10/2019,Celta,Ath Bilbao,1,0,H
1598,06/10/2019,Valladolid,Ath Madrid,0,0,D
1599,06/10/2019,Sociedad,Getafe,1,2,A
1600,06/10/2019,Barcelona,Sevilla,4,0,H
1601,18/10/2019,Granada,Osasuna,1,0,H
1602,19/10/2019,Eibar,Barcelona,0,3,A
1603,19/10/2019,Ath Madrid,Valencia,1,1,D
1604,19/10/2019,Getafe,Leganes,2,0,H
1605,19/10/2019,Mallorca,Real Madrid,1,0,H
1606,20/10/2019,Alaves,Celta,2,0,H
1607,20/10/2019,Sociedad,Betis,3,1,H
1608,20/10/2019,Espanol,Villarreal,0,1,A
1609,20/10/2019,Ath Bilbao,Valladolid,1,1,D
1610,20/10/2019,Sevilla,Levante,1,0,H
1611,25/10/2019,Villarreal,Alaves,4,1,H
1612,26/10/2019,Leganes,Mallorca,1,0,H
1613,26/10/2019,Valladolid,Eibar,2,0,H
1614,26/10/2019,Ath Madrid,Ath Bilbao,2,0,H
1615,27/10/2019,Celta,Sociedad,0,1,A
1616,27/10/2019,Granada,Betis,1,0,H
1617,27/10/2019,Levante,Espanol,0,1,A
1618,27/10/2019,Sevilla,Getafe,2,0,H
1619,27/10/2019,Osasuna,Valencia,3,1,H
1620,29/10/2019,Alaves,Ath Madrid,1,1,D
1621,29/10/2019,Barcelona,Valladolid,5,1,H
1622,30/10/2019,Sociedad,Levante,1,2,A
1623,30/10/2019,Valencia,Sevilla,1,1,D
1624,30/10/2019,Ath Bilbao,Espanol,3,0,H
1625,30/10/2019,Betis,Celta,2,1,H
1626,30/10/2019,Real Madrid,Leganes,5,0,H
1627,31/10/2019,Eibar,Villarreal,2,1,H
1628,31/10/2019,Mallorca,Osasuna,2,2,D
1629,31/10/2019,Getafe,Granada,3,1,H
1630,02/11/2019,Espanol,Valencia,1,2,A
1631,02/11/2019,Levante,Barcelona,3,1,H
1632,02/11/2019,Sevilla,Ath Madrid,1,1,D
1633,02/11/2019,Real Madrid,Betis,0,0,D
1634,03/11/2019,Valladolid,Mallorca,3,0,H
1635,03/11/2019,Villarreal,Ath Bilbao,0,0,D
1636,03/11/2019,Osasuna,Alaves,4,2,H
1637,03/11/2019,Celta,Getafe,0,1,A
1638,03/11/2019,Leganes,Eibar,1,2,A
1639,03/11/2019,Granada,Sociedad,1,2,A
1640,08/11/2019,Sociedad,Leganes,1,1,D
1641,09/11/2019,Alaves,Valladolid,3,0,H
1642,09/11/2019,Valencia,Granada,2,0,H
1643,09/11/2019,Eibar,Real Madrid,0,4,A
1644,09/11/2019,Barcelona,Celta,4,1,H
1645,10/11/2019,Mallorca,Villarreal,3,1,H
1646,10/11/2019,Ath Bilbao,Levante,2,1,H
1647,10/11/2019,Ath Madrid,Espanol,3,1,H
1648,10/11/2019,Getafe,Osasuna,0,0,D
1649,10/11/2019,Betis,Sevilla,1,2,A
1650,22/11/2019,Levante,Mallorca,2,1,H
1651,23/11/2019,Leganes,Barcelona,1,2,A
1652,23/11/2019,Betis,Valencia,2,1,H
1653,23/11/2019,Granada,Ath Madrid,1,1,D
1654,23/11/2019,Real Madrid,Sociedad,3,1,H
1655,24/11/2019,Espanol,Getafe,1,1,D
1656,24/11/2019,Osasuna,Ath Bilbao,1,2,A
1657,24/11/2019,Eibar,Alaves,0,2,A
1658,24/11/2019,Villarreal,Celta,1,3,A
1659,24/11/2019,Valladolid,Sevilla,0,1,A
1660,29/11/2019,Celta,Valladolid,0,0,D
1661,30/11/2019,Alaves,Real Madrid,1,2,A
1662,30/11/2019,Sociedad,Eibar,4,1,H
1663,30/11/2019,Mallorca,Betis,1,2,A
1664,30/11/2019,Valencia,Villarreal,2,1,H
1665,01/12/2019,Sevilla,Leganes,1,0,H
1666,01/12/2019,Ath Bilbao,Granada,2,0,H
1667,01/12/2019,Espanol,Osasuna,2,4,A
1668,01/12/2019,Getafe,Levante,4,0,H
1669,01/12/2019,Ath Madrid,Barcelona,0,1,A
1670,06/12/2019,Villarreal,Ath Madrid,0,0,D
1671,07/12/2019,Real Madrid,Espanol,2,0,H
1672,07/12/2019,Granada,Alaves,3,0,H
1673,07/12/2019,Levante,Valencia,2,4,A
1674,07/12/2019,Barcelona,Mallorca,5,2,H
1675,08/12/2019,Eibar,Getafe,0,1,A
1676,08/12/2019,Betis,Ath Bilbao,3,2,H
1677,08/12/2019,Valladolid,Sociedad,0,0,D
1678,08/12/2019,Leganes,Celta,3,2,H
1679,08/12/2019,Osasuna,Sevilla,1,1,D
1680,13/12/2019,Alaves,Leganes,1,1,D
1681,14/12/2019,Granada,Levante,1,2,A
1682,14/12/2019,Sociedad,Barcelona,2,2,D
1683,14/12/2019,Ath Bilbao,Eibar,0,0,D
1684,14/12/2019,Ath Madrid,Osasuna,2,0,H
1685,15/12/2019,Getafe,Valladolid,2,0,H
1686,15/12/2019,Celta,Mallorca,2,2,D
1687,15/12/2019,Espanol,Betis,2,2,D
1688,15/12/2019,Sevilla,Villarreal,1,2,A
1689,15/12/2019,Valencia,Real Madrid,1,1,D
1690,18/12/2019,Barcelona,Real Madrid,0,0,D
1691,20/12/2019,Eibar,Granada,3,0,H
1692,21/12/2019,Mallorca,Sevilla,0,2,A
1693,21/12/2019,Barcelona,Alaves,4,1,H
1694,21/12/2019,Villarreal,Getafe,1,0,H
1695,21/12/2019,Valladolid,Valencia,1,1,D
1696,22/12/2019,Leganes,Espanol,2,0,H
1697,22/12/2019,Osasuna,Sociedad,3,4,A
1698,22/12/2019,Betis,Ath Madrid,1,2,A
1699,22/12/2019,Levante,Celta,3,1,H
1700,22/12/2019,Real Madrid,Ath Bilbao,0,0,D
1701,03/01/2020,Valladolid,Leganes,2,2,D
1702,03/01/2020,Sevilla,Ath Bilbao,1,1,D
1703,04/01/2020,Valencia,Eibar,1,0,H
1704,04/01/2020,Getafe,Real Madrid,0,3,A
1705,04/01/2020,Ath Madrid,Levante,2,1,H
1706,04/01/2020,Espanol,Barcelona,2,2,D
1707,05/01/2020,Granada,Mallorca,1,0,H
1708,05/01/2020,Sociedad,Villarreal,1,2,A
1709,05/01/2020,Alaves,Betis,1,1,D
1710,05/01/2020,Celta,Osasuna,1,1,D
1711,17/01/2020,Leganes,Getafe,0,3,A
1712,18/01/2020,Levante,Alaves,0,1,A
1713,18/01/2020,Real Madrid,Sevilla,2,1,H
1714,18/01/2020,Osasuna,Valladolid,0,0,D
1715,18/01/2020,Eibar,Ath Madrid,2,0,H
1716,19/01/2020,Mallorca,Valencia,4,1,H
1717,19/01/2020,Betis,Sociedad,3,0,H
1718,19/01/2020,Villarreal,Espanol,1,2,A
1719,19/01/2020,Ath Bilbao,Celta,1,1,D
1720,19/01/2020,Barcelona,Granada,1,0,H
1721,24/01/2020,Osasuna,Levante,2,0,H
1722,25/01/2020,Espanol,Ath Bilbao,1,1,D
1723,25/01/2020,Valencia,Barcelona,2,0,H
1724,25/01/2020,Alaves,Villarreal,1,2,A
1725,25/01/2020,Sevilla,Granada,2,0,H
1726,26/01/2020,Ath Madrid,Leganes,0,0,D
1727,26/01/2020,Celta,Eibar,0,0,D
1728,26/01/2020,Getafe,Betis,1,0,H
1729,26/01/2020,Sociedad,Mallorca,3,0,H
1730,26/01/2020,Valladolid,Real Madrid,0,1,A
1731,01/02/2020,Granada,Espanol,2,1,H
1732,01/02/2020,Real Madrid,Ath Madrid,1,0,H
1733,01/02/2020,Mallorca,Valladolid,0,1,A
1734,01/02/2020,Valencia,Celta,1,0,H
1735,02/02/2020,Leganes,Sociedad,2,1,H
1736,02/02/2020,Eibar,Betis,1,1,D
1737,02/02/2020,Ath Bilbao,Getafe,0,2,A
1738,02/02/2020,Sevilla,Alaves,1,1,D
1739,02/02/2020,Villarreal,Osasuna,3,1,H
1740,02/02/2020,Barcelona,Levante,2,1,H
1741,07/02/2020,Alaves,Eibar,2,1,H
1742,08/02/2020,Levante,Leganes,2,0,H
1743,08/02/2020,Getafe,Valencia,3,0,H
1744,08/02/2020,Valladolid,Villarreal,1,1,D
1745,08/02/2020,Ath Madrid,Granada,1,0,H
1746,09/02/2020,Espanol,Mallorca,1,0,H
1747,09/02/2020,Sociedad,Ath Bilbao,2,1,H
1748,09/02/2020,Osasuna,Real Madrid,1,4,A
1749,09/02/2020,Celta,Sevilla,2,1,H
1750,09/02/2020,Betis,Barcelona,2,3,A
1751,14/02/2020,Valencia,Ath Madrid,2,2,D
1752,15/02/2020,Mallorca,Alaves,1,0,H
1753,15/02/2020,Barcelona,Getafe,2,1,H
1754,15/02/2020,Villarreal,Levante,2,1,H
1755,15/02/2020,Granada,Valladolid,2,1,H
1756,16/02/2020,Sevilla,Espanol,2,2,D
1757,16/02/2020,Leganes,Betis,0,0,D
1758,16/02/2020,Ath Bilbao,Osasuna,0,1,A
1759,16/02/2020,Real Madrid,Celta,2,2,D
1760,21/02/2020,Betis,Mallorca,3,3,D
1761,22/02/2020,Celta,Leganes,1,0,H
1762,22/02/2020,Barcelona,Eibar,5,0,H
1763,22/02/2020,Sociedad,Valencia,3,0,H
1764,22/02/2020,Levante,Real Madrid,1,0,H
1765,23/02/2020,Osasuna,Granada,0,3,A
1766,23/02/2020,Alaves,Ath Bilbao,2,1,H
1767,23/02/2020,Valladolid,Espanol,2,1,H
1768,23/02/2020,Getafe,Sevilla,0,3,A
1769,23/02/2020,Ath Madrid,Villarreal,3,1,H
1770,28/02/2020,Sociedad,Valladolid,1,0,H
1771,29/02/2020,Eibar,Levante,3,0,H
1772,29/02/2020,Valencia,Betis,2,1,H
1773,29/02/2020,Leganes,Alaves,1,1,D
1774,29/02/2020,Granada,Celta,0,0,D
1775,01/03/2020,Sevilla,Osasuna,3,2,H
1776,01/03/2020,Ath Bilbao,Villarreal,1,0,H
1777,01/03/2020,Espanol,Ath Madrid,1,1,D
1778,01/03/2020,Mallorca,Getafe,0,1,A
1779,01/03/2020,Real Madrid,Barcelona,2,0,H
1780,06/03/2020,Alaves,Valencia,1,1,D
1781,07/03/2020,Eibar,Mallorca,1,2,A
1782,07/03/2020,Ath Madrid,Sevilla,2,2,D
1783,07/03/2020,Barcelona,Sociedad,1,0,H
1784,07/03/2020,Getafe,Celta,0,0,D
1785,08/03/2020,Osasuna,Espanol,1,0,H
1786,08/03/2020,Valladolid,Ath Bilbao,1,4,A
1787,08/03/2020,Levante,Granada,1,1,D
1788,08/03/2020,Villarreal,Leganes,1,2,A
1789,08/03/2020,Betis,Real Madrid,2,1,H
1790,10/03/2020,Eibar,Sociedad,1,2,A
1791,11/06/2020,Sevilla,Betis,2,0,H
1792,12/06/2020,Granada,Getafe,2,1,H
1793,12/06/2020,Valencia,Levante,1,1,D
1794,13/06/2020,Espanol,Alaves,2,0,H
1795,13/06/2020,Celta,Villarreal,0,1,A
1796,13/06/2020,Leganes,Valladolid,1,2,A
1797,13/06/2020,Mallorca,Barcelona,0,4,A
1798,14/06/2020,Ath Bilbao,Ath Madrid,1,1,D
1799,14/06/2020,Real Madrid,Eibar,3,1,H
1800,14/06/2020,Sociedad,Osasuna,1,1,D
1801,15/06/2020,Levante,Sevilla,1,1,D
1802,15/06/2020,Betis,Granada,2,2,D
1803,16/06/2020,Getafe,Espanol,0,0,D
1804,16/06/2020,Villarreal,Mallorca,1,0,H
1805,16/06/2020,Barcelona,Leganes,2,0,H
1806,17/06/2020,Eibar,Ath Bilbao,2,2,D
1807,17/06/2020,Valladolid,Celta,0,0,D
1808,17/06/2020,Osasuna,Ath Madrid,0,5,A
1809,18/06/2020,Alaves,Sociedad,2,0,H
1810,18/06/2020,Real Madrid,Valencia,3,0,H
1811,19/06/2020,Granada,Villarreal,0,1,A
1812,19/06/2020,Mallorca,Leganes,1,1,D
1813,19/06/2020,Sevilla,Barcelona,0,0,D
1814,20/06/2020,Espanol,Levante,1,3,A
1815,20/06/2020,Ath Bilbao,Betis,1,0,H
1816,20/06/2020,Getafe,Eibar,1,1,D
1817,20/06/2020,Ath Madrid,Valladolid,1,0,H
1818,21/06/2020,Celta,Alaves,6,0,H
1819,21/06/2020,Valencia,Osasuna,2,0,H
1820,21/06/2020,Sociedad,Real Madrid,1,2,A
1821,22/06/2020,Villarreal,Sevilla,2,2,D
1822,22/06/2020,Leganes,Granada,0,0,D
1823,23/06/2020,Levante,Ath Madrid,0,1,A
1824,23/06/2020,Valladolid,Getafe,1,1,D
1825,23/06/2020,Barcelona,Ath Bilbao,1,0,H
1826,24/06/2020,Alaves,Osasuna,0,1,A
1827,24/06/2020,Sociedad,Celta,0,1,A
1828,24/06/2020,Real Madrid,Mallorca,2,0,H
1829,25/06/2020,Eibar,Valencia,1,0,H
1830,25/06/2020,Betis,Espanol,1,0,H
1831,26/06/2020,Sevilla,Valladolid,1,1,D
1832,27/06/2020,Ath Bilbao,Mallorca,3,1,H
1833,27/06/2020,Celta,Barcelona,2,2,D
1834,27/06/2020,Osasuna,Leganes,2,1,H
1835,27/06/2020,Ath Madrid,Alaves,2,1,H
1836,28/06/2020,Levante,Betis,4,2,H
1837,28/06/2020,Villarreal,Valencia,2,0,H
1838,28/06/2020,Granada,Eibar,1,2,A
1839,28/06/2020,Espanol,Real Madrid,0,1,A
1840,29/06/2020,Getafe,Sociedad,2,1,H
1841,30/06/2020,Mallorca,Celta,5,1,H
1842,30/06/2020,Leganes,Sevilla,0,3,A
1843,30/06/2020,Barcelona,Ath Madrid,2,2,D
1844,01/07/2020,Alaves,Granada,0,2,A
1845,01/07/2020,Valencia,Ath Bilbao,0,2,A
1846,01/07/2020,Betis,Villarreal,0,2,A
1847,01/07/2020,Valladolid,Levante,0,0,D
1848,02/07/2020,Eibar,Osasuna,0,2,A
1849,02/07/2020,Sociedad,Espanol,2,1,H
1850,02/07/2020,Real Madrid,Getafe,1,0,H
1851,03/07/2020,Ath Madrid,Mallorca,3,0,H
1852,04/07/2020,Celta,Betis,1,1,D
1853,04/07/2020,Valladolid,Alaves,1,0,H
1854,04/07/2020,Granada,Valencia,2,2,D
1855,05/07/2020,Ath Bilbao,Real Madrid,0,1,A
1856,05/07/2020,Espanol,Leganes,0,1,A
1857,05/07/2020,Osasuna,Getafe,0,0,D
1858,05/07/2020,Villarreal,Barcelona,1,4,A
1859,06/07/2020,Levante,Sociedad,1,1,D
1860,06/07/2020,Sevilla,Eibar,1,0,H
1861,07/07/2020,Valencia,Valladolid,2,1,H
1862,07/07/2020,Celta,Ath Madrid,1,1,D
1863,08/07/2020,Betis,Osasuna,3,0,H
1864,08/07/2020,Getafe,Villarreal,1,3,A
1865,08/07/2020,Barcelona,Espanol,1,0,H
